GEN	1	1	आदि में परमेश्वर ने आकाश और पृथ्वी की सृष्टि की। \bdit (इब्रा. 1:10, इब्रा. 11:3) \bdit*	ñelkeda; ar neite, ona do kharap- akana, ente .bebak sirjauko do akoak’ horko khara niii dhar- ire.
GEN	1	2	पृथ्वी बेडौल और सुनसान पड़ी थी, और गहरे जल के ऊपर अंधियारा था; तथा परमेश्वर का आत्मा जल के ऊपर मण्डराता था। \bdit (2 कुरि. 4:6) \bdit*	Nere! · 'maejiugeye $irjauketť kina... bis bhorať'kina, ar unkinak’ niShit do tnanyyae dohoket'takina unkinkin sirjąauen hilok’re. *Adam do mit sae pe gel sermarene {aheKanre mitten hopon jonome:emadea ac'ak’. muthanan; ac'aK' urgan lekage; ar uniak’ ńutum:do Sethe -dohoket'taea. “Ar. Seth jonome .emade tayom Adamak’ din do iral sae setmage; ar kora hopọnko ar kuri hoponko jonote ematť'koa. Ar Adam jiwetťe. {ahekan sanam dinko do are sae pe gel. sermage; aioe docena.
GEN	1	4	और \it परमेश्वर ने उजियाले को देखा कि अच्छा है\f + \fr 1:4 \fq परमेश्वर ने उजियाले को देखा कि अच्छा है \ft परमेश्वर अपने कार्य पर विचार करता है, और उस कार्य के उत्तमता के बोध से तृप्ति की भावना प्राप्त करता है।\f*\it*; और परमेश्वर ने उजियाले को अंधियारे से अलग किया।	Ar Abe! hõe samañket'koa ac palren pahilautha modren ar onkoak' itil reaK'de. Ar PROBHU do Abele basutadea ar uniak’ © satanak' hb; ’menkhan Kain do bae basutadea ar inїaK' samanak' hb bañ. Khange Kain do aditet'e randaoena ar metãhā do kurkunduc'entaea. %Ar PROBHU do Kaine metadea, Cedak'et ran daoena ar metãhã do kurkun- duc'entama? 'BhҺade!e khanem cee Bai Khar$a!aK'a met'ãhā do? Menkhan bam bhagele khan, endekhan kai do duar then chap- kaoakana; ar am Iadie de ona reak dadoj do, menkhan at Yao ona Kobjao jaririata.
GEN	1	6	\it फिर परमेश्वर ने कहा\f + \fr 1:6 \fq फिर परमेश्वर ने कहा: \ft इससे हम यह सीखते हैं कि वह न केवल है, बल्कि ऐसा है जो अपनी इच्छा को व्यक्त कर सकता है और अपने सृजे हुओं के साथ बातचीत कर सकता है। वह न केवल अपनी सृष्टि के द्वारा प्रगट होता है बल्कि स्वयं भी अपने को प्रगट करता है। \f*\it*, “जल के बीच एक ऐसा अन्तर हो कि जल दो भाग हो जाए।”	Ar Seћ ao ti säe n1bre sertarene `{ahҺeKanre Enos jonome `eїїadea. ?Ar Seth do Enos jonote emade tayom iral sae eae sẹrma'ĵiwéf'e tahëyena, ar kora hoponko ar`KinhoponKo jonote etaї'Koa. #Ar Seth reak’ sanam dinko do are sae gel bar sermage; adoe goc'ena. `
GEN	1	7	तब परमेश्वर ने एक अन्तर करके उसके नीचे के जल और उसके ऊपर के जल को अलग-अलग किया; और वैसा ही हो गया।	Khange unkin bana horak” met’ do $arenїaKїna arkin adsekeda Shiiћadeakin terќe: ado ica sakat- Ko rok’ mit'ket'te kapokak' Kin Benaoana.
GEN	1	8	और परमेश्वर ने उस अन्तर को आकाश कहा। तथा साँझ हुई फिर भोर हुआ। इस प्रकार दूसरा दिन हो गया।	Ar rear bela bagwanreye aara baraekan PROBHU reak’ sabad- kin ańjomkeda. ar Adam ar uni rinic do PROBHU Isor saman khonkin okoyena bagwan dareko talare. °Khan PROBHU Isor do manwa hohoadeteye metadea, CZare menara? VAdoe menr. keda. Amak’ sabadiñ aljotkeda: bagwanre. ariñ botorena ·iiїћ ulunge iate: .adoћ:. oKoyena. "Adoe menkeda..Okoe !aїaїtnea ulungeam mente? Ona, darę reak'em jomkeda se cet', okatak’ reak’ in hukumat'me tahēkan aiӧt joma mente? !
GEN	1	9	फिर परमेश्वर ने कहा, “आकाश के नीचे का जल एक स्थान में इकट्ठा हो जाए और सूखी भूमि दिखाई दे,” और वैसा ही हो गया। \bdit (2 पत. 3:5) \bdit*	Ar Enos do are gel sermarene tahēkanre Kenan jonome emadea. Ar Enos do Kenan jonome emade tayom iral sae de!“ tore serma jiwetťe tahēyena, ar kora hoponko ar kuri hoponko jonote ematť'koa. ''Ar Enosak' sanam dinko do are sae tore $ertade; adoe goc'ena.
GEN	1	12	इस प्रकार पृथ्वी से हरी घास, और छोटे-छोटे पेड़ जिनमें अपनी-अपनी जाति के अनुसार बीज होता है, और फलदाई वृक्ष जिनके बीज एक-एक की जाति के अनुसार उन्हीं में होते हैं उगें; और परमेश्वर ने देखा कि अच्छा है।	Ar Kenan. do eae gel ser- marene tahēkanre Mahalalel jonome emadea. "?Ar Kenan do Mahalalel jonome emade tayom iral sae pon gel serma jiwet'e tahēyena, ar ora hoponko ar kuri hoponko jonome etaї'Koa. Ar Kenanak’ sanam đinko do are sae gel sertac e; adoe docena.
GEN	1	13	तथा साँझ हुई फिर भोर हुआ। इस प्रकार तीसरा दिन हो गया।	Khange ibi do Moahe meta- dea, Sanam sirjauko reak’ sesok’ do.iħñ satanre seterakana; ente dharti do jor julumte perec ena onko hotete; ar nete, il ao dharti sudha onkoħñ rtaraoKoa. !*Ma gopher kat reak’ tїї'їec` jahaj benaojońme; jahaj do khurpi khur- pim Benaoa, ar ona, ao þhitri ar Bahret 1asrada ajkaїraќe, Ar nok’ oé 'nonkam Benaoa ona. do: Pe sae toka do jahaj reak’ jeteleñ, tӧre de! moka do ọna reak' ono- $ar ar. pe de! rnoKa do ona teak unusuł. "Ar pћaket penaoa jahajre, ar ona do coї khon mit’ moka dartem piraca; ar jahaj reak’ duar do ona reak’ lїї nakharem `dohoea; latar, tala ar cot. mahlawanak’ ona dom benaoa. Ar. iñ ao, ńñelme, duba. dak’ dhartireń hec' ocoea serma latar khon bebak sirjauko maraoko lagit, one oKoeKore jimeї tahen lagit' sahet’ menak’; dhartire tenak'Ko rnїї'Ke tїї'Ko nosioKk'a. !#Men- khan at tułluc’ do iñak’ bondo- Bo$їi Banahaoa; ar at do ]aha]- rern bolok’a, am ar amren hopon- Ko ar at rїnїc ar atren kimin- koge am kic’. '
GEN	1	14	फिर परमेश्वर ने कहा, “दिन को रात से अलग करने के लिये आकाश के अन्तर में ज्योतियाँ हों; और वे चिन्हों, और नियत समयों, और दिनों, और वर्षों के कारण हों;	Ar Isore menkeda, Pasnao sertare tatarsaiak ko hoyok’- ta ninda khon siń begar Iadi. Ar onako do cinhako lagit ar nit okteko lagit' ar dinko ar bochorko lagit hoyok'ta. ?Ar onako do pasnao sermare mamarsalak' hoyok ma, dharti marsalak’ lagit'- ge. Ado onkage hoyena. '°Ar Isor do barea naprak’ napraK' mamar- salak'e benaokeda, maran mamar- salak’ do sin calao Iadi, ar hudiń rnatarsaiak’ do iilaa calao lagit'; ar ipilko hō. ''Ar Isor do pasnao sermare onakoe dohokeda dharti '8ar sin cetanre ar ninda cetanre ektiari calao lagit' ar marsal do nie khon begar Iadie - ge. Ar isore ñelkeda bhagegea mente. '?Ado ayup'ena ar setak'- ena, ponak' dinge.
